label,text
1,search criteria for sdts are presented in appendix e.
1,user enters search criteria.
1,system finds the first matching sub tree in the sdt starting at the current keyboard cursor location alt.
1,system creates a displayed graph for the sub tree matching the search criteria.
1,the displayed nodes of the matching sub tree are highlighted.
1,if no nodes match the search criteria none are highlighted.
1,if both sdt and pretty printed text are displayed the pretty printed text corresponding to the highlighted nodes of the sdt is highlighted.
1,system displays text of leaf nodes in currently displayed graph in a text window.
1,user selects a portion of displayed text.
1,system highlights selected portion of text in the text window.
1,user selects option to copy selected text.
1,minimally the system will copy selected text in response to the ctrl insert key combination.
1,system puts the selected and copied text in the host os copy paste buffer.
1,the user selects the option to refresh the display of the sdt.
1,the system disposes of the currently displayed sdt.
1,the system reads the sdt file and displays the newly generated sdt.
1,the display of the sdt contains approximately the same number of nodes as the previously displayed sdt.
1,user selects option to search pretty printed text for desired text.
1,system asks user for the criteria to search text.
1,text search criteria are given in appendix f.
1,user enters or selects criteria to search text.
1,system finds those portions of pretty printed text that match the search criteria and highlights those portions of the text that match alt.
1,if both the pretty printed text and the graphical representation of an sdt are displayed the system finds the corresponding nodes of the sdt of the selected portion of pretty printed text and highlights the corresponding nodes of the sdt.
1,user selects the option to pretty print a target from the currently selected application.
1,user selects a target sdt refer to use case alt.
1,no pretty print style file is associated with the target file.
1,the hats gui prompts the user to select a pretty print style file.
1,user selects a pretty print style file refer to use case alt.
1,hats gui generates a file name by appending.
1,txt to the target sdt root name.
1,the hats gui verifies that no file with this name exists in the current directory.
1,this file becomes the output file name alt.
1,the hats gui sends a message to the host os to start the pretty print program and sends the target sdt file name the pretty print style file name and the output file name to pretty print as command line arguments.
1,hats sml applies the style file to the target sdt and writes the output to the output file specified on the command line alt.
1,the coordinator press manage requests the coordinator use any function.
1,the coordinator will manage all requests function.
1,the coordinator can add new request.
1,the request sent to supplier login in failed there is no suppliers for his requests or send error.
1,customer first clicks on the button or link to initiate registration process.
1,system prompts the customer to fill out his her first name last name billing address shipping address email address and their password.
1,system validates the customer s information.
1,system creates a new account for the customer.
1,system creates a session cookie.
1,system displays an account home page to customer.
1,customer clicks on the button or link to initiate the login process.
1,system prompts the customer for his her email and password.
1,system verifies the information.
1,system creates session cookie.
1,system displays account home page to the customer alternative scenario a.
1,system recognizes the customer s cookie a.
1,go to step basic scenario.
1,customer enters incorrect login information.
1,system prompts the customer to resend login details to the email account.
1,system sends an email to the registered email address.
1,go to step basic scenario.
1,customer clicks the button or link to initiate the process to edit the account.
1,system displays the account home page to the customer.
1,customer clicks the button or link in order to edit the account details.
1,system verifies the changes.
1,system stores new account information.
1,customer clicks the button or link in order to add to the cart with specified quantity.
1,system adds the item s to the cart.
1,system prompts the customer to edit the quantity or remove the item from cart.
1,customer confirms the items in the cart.
1,system stores cookie with cart details.
1,customer returns to product listings.
1,customer terminates the web browser window after adding item s to cart.
1,customer returns to weborder interface.
1,system recognizes cookie and goes to step basic scenario with existing items in cart.
1,customer clicks the button or link to initiate the checkout process.
1,system calculates order of items in the shopping cart.
1,system appends cookie with flag for checkout process.
1,system presents the customer with the account details and payment methods.
1,customer confirms account details and payment methods.
1,system stores order confirmation and order details.
1,system sends email confirmation to the customer.
1,system appends cookie with flag for completed checkout process.
1,administrator clicks button or link to initiate login process.
1,system prompts the administrator for email and password.
1,system creates session cookie.
1,system displays account home page to administrator.
1,administrator clicks the button or link to initiate add user process.
1,system prompts the administrator to fill out first name last name username email address password and privileges of the user.
1,system validates new user information.
1,system creates a new account for the new user with desired privileges.
1,system displays account home page to administrator.
1,administrator clicks the button or link to initiate change user properties process.
1,system prompts the administrator to select a user by searching or viewing a list of users.
1,system displays the user information.
1,system alters the user properties.
1,system displays the account home page to administrator.
1,administrator clicks the button or link to initiate plug in installation process.
1,system prompts the administrator to upload the plug in module.
1,system installs plug in and validates changes.
1,system displays plug in options to the administrator.
1,administrator clicks the button or link to initiate plug in deletion process.
1,system prompts the administrator to select the desired plug in module.
1,system removes the plug in and validates changes.
1,administrator clicks the button or link to initiate plug in options process.
1,system prompts the administrator to select the desired plug in module.
1,system displays all plug in options to the administrator.
1,system confirms changes with the administrator.
1,administrator clicks the button or link to initiate patching process.
1,system prompts the administrator to upload the patch.
1,system automatically installs patches and reinitializes software.
1,system confirms that patch has been successfully installed.
1,sales person clicks the button or link to initiate login process.
1,system prompts the sales person for email and password.
1,system verifies the information.
1,system creates session cookie.
1,system displays the account home page to sales person alternative scenario a.
1,system recognizes sales person s cookie a.
1,go to step basic scenario.
1,sales person enters incorrect login information.
1,system prompts the sales person to resend login details to email account.
1,system sends email to registered email address.
1,go to step basic scenario.
1,sales person clicks the button or link to initiate add product process.
1,system prompts the sales person to fill out product name product id product description product price upload a product image number of items in inventory and availability of product.
1,system validates the new product information.
1,system creates a new product page for the new product.
1,system displays the newly created product page.
1,sales person clicks the button or link to initiate remove product process.
1,system prompts the sales person to select a product by searching or viewing a list of products.
1,system validates the product information.
1,system removes the product page and product information from the system.
1,system displays the newly created product page.
1,sales person clicks the button or link to initiate update product attributes process.
1,system prompts the sales person to select a product by searching or viewing a list of products.
1,system displays all of the product attributes and allows sales person to update the product name product id product description product price update the product image product availability and or the number of items in the inventory.
1,system validates the product information.
1,system updates the product page and product information within the system.
1,system displays the newly updated product page.
1,customer clicks the button or link to initiate registration process.
1,system prompts the customer to fill out first name last name billing address shipping address email address and password.
1,system validates customer s information.
1,system creates a new account for the customer.
1,system creates session cookie.
1,system displays account home page to customer.
1,customer clicks the button or link to initiate login process.
1,system prompts the customer for email and password.
1,system verifies the information.
1,system creates session cookie.
1,system displays account home page to customer alternative scenario a.
1,system recognizes customer s cookie a.
1,go to step basic scenario.
1,customer enters incorrect login information.
1,system prompts customer to resend login details to email account.
1,system sends email to registered email address.
1,go to step basic scenario.
1,customer clicks button or link to initiate the process to edit the account.
1,system displays account home page to customer.
1,customer clicks button or link to edit the account details.
1,system verifies the changes.
1,system stores new account information.
1,sales person clicks the button or link to initiate update product attributes process.
1,system prompts the sales person to select a product by searching or viewing a list of products.
1,system displays all of the product attributes and allows sales person to update the product name product id product description product price update the product image product availability and or the number of items in the inventory.
1,system validates the product information.
1,system updates the product page and product information within the system.
1,system displays the newly updated product page.
1,this is a system initiation process.
1,pre condition the system has been correctly installed in the computer.
1,post condition the system is running and shows a graphical interface to the user.
1,the user is able to use the system.
1,normal sequence the user activates the application.
1,the system starts and shows the graphical interface to the user.
1,the user is able to use the system.
1,condition there is a problem in loading a game or an artificial intelligence.
1,action the system informs the user about the error.
1,the program is terminated.
1,the user starts a new game with the menu.
1,the system shows a list of games available.
1,the user selects one of these games.
1,the system offers the user the possibility of select a starting position.
1,if the user accepts the uc is executed.
1,otherwise a random starting position is selected.
1,the system offers the user the possibility of select an artificial intelligence for each player of the game.
1,if the user accepts the uc is executed.
1,if not human player is selected for the first player and the random artificial intelligence is selected for the second.
1,the system loads the selected game.
1,the user starts a new game.
1,the system displays a list with the opening position available and the random opening position.
1,the game user selects one of them.
1,the new opening position is selected as current opening position.
1,the system offers the game user to select between a human player or an artificial intelligence.
1,if the user selects artificial intelligence the uc is executed.
1,if not human is selected as nature of the player.
1,the user wants to change the nature of the players in the current game with a menu.
1,the system shows a list of all the players that can support the substitution.
1,one of the players is selected.
1,the ai developer designs a new ai for a game.
1,the ai developer installs the ai in the system as described in the manual.
1,the user starts a new game.
1,the system loads the new ai from the implemented file.
1,the user defines a new game in a file.
1,the file is placed within the system to be used.
1,the system loads the new game from the file.
1,one player makes a move that carries out the ending condition or is the last possible.
1,the system reports the user about the end of the game.
1,the game user can not play the game anymore.
1,the user selects the save option from the menu.
1,the system opens a dialog window where the user can specify the game s name and the location where it can be saved to.
1,the user makes the necessary choices.
1,the system saves the game in a file.
1,the user selects the load option from the menu.
1,the system opens a dialog window for the user to choose a file to load.
1,the user makes the necessary choices.
1,the system loads the game from the file.
1,the user wants to search the help file for a solution or a hint.
1,the system displays the contents of the help file and the user chooses the appropriate one.
1,transaction user interface give the buy instruction.
1,central trading system save the buy instruction.
1,central trading system match the instructions with the same stock id.
1,central trading system make a trade by matching.
1,central trading system modify the information of matched instructions.
1,transaction user interface give the sell instruction.
1,central trading system save the sell instruction.
1,central trading system match the instructions with the same stock id.
1,central trading system make a trade by matching.
1,central trading system modify the information of matched instructions.
1,all the operations have been suspended.
1,some deal exceptions come up.
1,no matched stock with the buy instruction.
1,transaction user interface give the cancel instruction.
1,central trading system save the cancel instruction.
1,central trading system cancel the correlative instruction.
1,central trading system give out the successful trade information.
1,security account management save the trade information.
1,trading information release system send a query.
1,central trading system implement the query.
1,central trading system structuralize the queried data.
1,central trading system send the data to release.
1,each cdn web server publishes resource and service information.
1,if it is a new resource its service information is registered in the sr with a new resource id.
1,resource id counter is incremented.
1,else resource information in sr is updated in a regular basis.
1,in the face of traffic surges information on available local resources along with their ids is supplied to the mediator.
1,local and delegated external resource information is encapsulated in the sr instance in the established peering arrangement.
1,end users request for content from cdn wss.
1,flash crowds occurred due to a sudden burst in traffic.
1,hotspot is generated and provider is unable to handle excess load on its wss.
1,ws sends initialization request to the mediator to trigger peering.
1,an initialization request to activate peering is received by the mediator.
1,the mediator instance obtains resource and access information from the sr and policy information from pr to establish negotiation.
1,the mediator generates service requirements.
1,if the service requirements are acceptable according to the provider s policy mediator passes it to the local pa.
1,else reject user requests.
1,once a peering arrangement is established the initiating primary cdn through its local pa advertise configuration information to technically support the negotiated relationships between enlisted cdns.
1,pas exchange content availability and load information to identify an optimal peer to handle user requests.
1,request is redirected to an optimal peer s web server.
1,pas exchange accounting information to perform billing based on negotiated relationships.
1,the policy repository instance in the established peering arrangement assists in the deployment administration and enforcement of the functional policies.
0,to achieve an electronic clearing and settlement environment dvp all new instruments will be issued electronically dematerialised immobilised before sale and delivery into the primary market.
0,as an isin is the key securities code identification and used by strates system safires for settlement purposes and csdps for recording purposes the mmf requires an electronic methodology to create amend and delete isins for electronically dematerialised immobilised issued money market instruments.
0,the mmf has approved swift iso standards as the communication protocol and strate has recommended that the mt user defined swift messages be used as the format for the messages as detailed in appendix b to k.
0,the content and format of the mt user defined swift messages will require approval from the mmf and nmpg before finalisation and acceptance by the jse.
0,the mmf requires that the jse provide isins automatically in response to an electronic request swift as the immediacy of the issuance of an isin is essential for the trading and electronic clearing and settlement of money market instruments.
0,the mmf estimates an issuance requirement of approximately to isins per day.
0,to distinguish money market instruments isins from equities zae and bonds zag the mmf has requested the use of an isin prefix of zam.
0,pursuant to the strate unexcor merger as noted above it has been agreed that the swift messages to create amend or delete an isin for money market instruments would be routed via strate and the interaction would therefore be limited from the jses perspective between strate and the jse for the issuance of isins.
0,often user scenario is considered the same to use case.
0,they both can help our team understand how system functions and features will be used by different classes of end users actors.
0,however i prefer to understand it like this a user scenario is a particular environment within a specified use case.
0,so i will specify user scenarios going along with developing use cases in the next session.
0,there are mainly two kinds of users.
0,the cts provides the terminal users easy.
0,operations that are confined to a series of mouse clicks and keyboard which compared to.
0,other systems are really much simplified.
0,however for another user things are.
0,the maintainers of this cts must be familiar with java programming and the socket.
0,when the system crashes down they can find the cause and fix it.
0,when new requirements should be supported they can modify the program to make it fit.
0,as the instruction is frequently operated in cts such as fetch deal with repeal and so on the cts is heavily transferred.
0,the program must take this into consideration.
0,the maintainers of cts should have good strategies to overcome crash of the system when overhead exceeds the capacity of it.
0,in the password column user has to set the password if the document is protected and then reload the file.
0,the user can change the order of the files by using move up and move down buttons or make the list be ordered by the value of a specific column by clicking the header of that column.
0,the user has the ability to export the list of the selected files as an xml file that can be used as an input file for the console concat command l option.
0,if the pdf documents contain forms the user must add that to the merge options.
0,finally the user selects the output file path or let the pdfsam create one by default to the same folder as one of the imported files.
0,also he can select whether he wants the output file to be compressed or not and the pdf version of the generated document.
0,the user presses the run button to start the merging of the files.
0,the digital home system for the purposes of this document is a system that will.
0,allow a home user to manage devices that control the environment of a home.
0,the user communicates through a personal web page on the digitalhome web server or on a local home server.
0,the dh web server communicates through a home wireless gateway device with the sensor and controller devices in the home.
0,the product is based on the digital home high level requirements definition hlrd is intended as a prototype which will allow business decisions to.
0,be made about future development of a commercial product.
0,the scope of the project will be limited to the management of devices which control temperature.
0,humidity security and power to small appliances and lighting units through the.
0,use of a web ready device.
0,the prototype dh software system will be situated in.
0,there will be no actual physical home and all sensors and controllers will be simulated.
0,this document specifies the requirements for the development of a smarthouse called digitalhome dh by the digitalhomeowner division of homeowner inc.
0,a smart house is a home management system that allows home residents to easily manage their daily lives by providing for a lifestyle that.
0,brings together security environmental and energy management temperature.
0,humidity and lighting entertainment and communications.
0,components consist of household devices e.
0,a heating and air conditioning.
0,unit a security system and small appliances and lighting units etc.
0,and controllers for the devices communication links between the components.
0,and a computer system which will manage the components.
0,the digitalhome software requirements specification srs is based on the.
0,digitalhome customer need statement.
0,it is made up of a list of the principal.
0,features of the system.
0,this initial version of digitalhome will be a limited.
0,prototype version which will be used by homeowner management to make.
0,business decisions about the future commercial development of.
0,digitalhomeowner products and services.
0,hence the srs is not intended as a.
0,comprehensive or complete specification of digitalhome requirements.
0,a supplementary document that provides additional detail and information about.
0,the digitalhome requirements the digital home use case model ho.
0,these document were prepared by the digitalhomeowner division in.
0,consultation with the marketing division of homeowner inc.
0,the category name must be unique across the inventory.
0,the category s unique tag must be unique across the inventory.
0,the unique tag must be at most characters long.
0,the available options in the material finish color and features selectors should be the ones defined for the selected department see manage attributes and details.
0,the fields and available options under the details section should be the ones defined for the selected category see manage attributes and details.
0,when a stock item category is updated the corresponding item is updated in quickbooks pos.
0,the id of the item in pos is set to the category s unique tag.
0,the initial item quantity in pos is set to zero.
0,generic categories and under item categories are generated automatically by the system and cannot be modified.
0,the categories to move selector is populated with the categories seen on the matrix at the level where the move categories button was pressed.
0,user must select at least one category to move.
0,user must select either an existing or new target department or category.
0,user cannot move categories to any departments or categories that don t have enough slots available in the matrix to hold the moved categories.
0,user cannot move categories to any of their subcategories cannot create loops in the inventory hierarchy.
0,if a new target category is selected.
0,parent department or category of the new category.
0,the category is created as a unique item category.
0,user cannot select a stock item under category or generic category as the target category.
0,when a category is moved it keeps its assigned item details.
0,when the option to merge the contents of the selected categories is selected the item details assigned to the selected categories are combined and assigned to the target department or category.
0,when the option to merge the contents of the selected categories is selected the moved items must be updated in quickbooks pos.
0,name of construction junction representative.
0,signature of construction junction representative.
0,construction junction contact information.
0,tax deduction information text.
0,buttons and shortcuts should be easy to click on a touch screen workstation.
0,extra spacing between rows should be added if necessary.
0,the donation item name initially displayed on each item row is the donation item name in the crm acquisition record.
0,the pickup and decon crews can change anything on this screen and also in the item detail screen but can t complete the acquisition or add items to the inventory buttons are disabled.
0,the email receipt button takes you to the email receipt screen.
0,the email receipt screen shows all email addresses associated with the acquisition in crm.
0,one or more can be selected to receive the email receipt.
0,if no emails are available they need to be added in crm.
0,the system must record every time a receipt is printed or emailed.
0,selecting a stock category takes you back to the acquisition screen not to the items details page.
0,selecting an under category prompts for a description and also takes you back to the acquisition screen.
0,if left blank the donor may write it manually on the receipt.
0,clicking add item takes you directly to the inventory matrix so that the item category can be selected then to the item details screen.
0,the shop page on cj s website provides a starting concept of what the categorized inventory search might look like as does the website at www.
0,contact us and online donation form website pages should integrate with salesforce and allow donors to upload images.
0,the system should also include the implementation of salesforce.
0,com ideas on cj s recycling resources webpage to allow for crowd sourcing the best recycling options for various materials in the pittsburgh metropolitan area.
0,the system should also allow construction junction staff to view a list of all items that were included in previous week s e blast and that have been sold.
0,the user can then select the items that should be included in the great and gone section of the website.
0,the system should also allow the user to select any sold items adding pictures as needed to be included in the great and gone section even if they were not part of previous week s e blast.
0,great and gone items should have a sold overlay over their associated images.
0,developers who can review project s capabilities and more easily understand where their efforts should be targeted to improve or add more features to it design and code the application it sets the guidelines for future development.
0,project testers can use this document as a base for their testing strategy as some bugs are easier to find using a requirements document.
0,this way testing becomes more methodically organized.
0,end users of this application who wish to read about what this project can do.
0,people of all age groups without much experience because the pdfsam interface is pleasant and user friendly and its functions are relatively simple.
0,users with more experience on computer systems could use some advanced features offered by pdfsam such as executing its functions in command prompt from the command line application.
0,a command line console could be useful for batch jobs server jobs e.
0,to manipulate larger pdf files.
0,the target clients for our software are students in the sixth grade and their teacher.
0,students are in the process of learning how to solve arithmetic problems involving fractions.
0,moreover these students as well as the teacher are assumed to have basic computer and.
0,internet skills that will enable them to use this software.
0,an introductory movie to set up the storyline.
0,a main menu including a brief help section.
0,a series of fraction questions testing arithmetic equivalence graphical interpretation.
0,and improper versus proper fraction skills that sequentially form a storyline related to the.
0,an ending scene where the user s score is calculated and ranked with an option to quit.
0,the game or try again.
0,the administrator of the program may wish to design a custom game complete with custom.
0,this information must be saved in a file on the web server where the game.
0,is hosted and will be easily edited through simplified administrative screens.
0,must be kept as local data within the game so that the results may be given at the end of the.
0,input will consist entirely of mouse clicks for the user to choose answer options and to.
0,output will be sounds and animations through flash movies to acknowledge.
0,success or failure in answering the fraction questions.
0,upon starting the program the user is taken through a brief introductory movie to provide.
0,background story and information that will help them complete the fraction questions.
0,an option to skip the introduction if desired.
0,otherwise they will watch the movie to its.
0,completion and be taken to the main screen.
0,at the main title screen the user will be able to view a general help screen to reveal basic.
0,instructions on game play.
0,also a short summary of our team and a link to our website will be.
0,to start the game the user will click on the corresponding button.
0,and interface will be effective so that bobby will easily recognize what to do to start the game.
0,immediately and alice will have no problems navigating through the help section to understand.
0,the rules and gameplay.
0,claire will be assured that the students will know what to do from this.
0,next the user progresses through a series of questions in the form of cartoon images that.
0,comprise the main story.
